state,year,poor,core
Rhode Island,1998,0.164840279,0.819638959
Rhode Island,1999,0.140086336,0.836514464
Rhode Island,2000,0.126986296,0.792083648
Rhode Island,2001,0.111741784,0.786085207
Rhode Island,2002,0.111921711,0.745903521
Rhode Island,2003,0.133457744,0.774711614
Rhode Island,2004,0.150652216,0.782184681
Rhode Island,2005,0.152409299,0.784629257
Rhode Island,2006,0.139019209,0.729252288
Rhode Island,2007,0.129407686,0.630357399
Rhode Island,2008,0.149711656,0.585746573
Rhode Island,2009,0.173671141,0.613752422
Rhode Island,2010,0.176583099,0.422824100
Rhode Island,2011,0.173896080,0.463406061
Rhode Island,2012,0.176990020,0.441735549
Rhode Island,2013,0.170335532,0.430658713
Rhode Island,2014,0.155321056,0.347064610
South Carolina,1997,0.154809464,0.627687322
South Carolina,1998,0.145839148,0.610286034
South Carolina,1999,0.131341414,0.568629410
South Carolina,2000,0.128622260,0.588958129
South Carolina,2001,0.155684420,0.638728485
South Carolina,2002,0.174850522,0.633764631
South Carolina,2003,0.164311565,0.704408981
South Carolina,2004,0.168681126,0.542857919
South Carolina,2005,0.168971740,0.564815922
South Carolina,2006,0.151028746,0.338829279
South Carolina,2007,0.151416742,0.311928191
South Carolina,2008,0.162258516,0.362065886
South Carolina,2009,0.163280481,0.424745503
South Carolina,2010,0.198401849,0.447743166
South Carolina,2011,0.247157112,0.302874858
South Carolina,2012,0.240848847,0.349669193
South Carolina,2013,0.206166438,0.264420912
South Carolina,2014,0.194286538,0.158731003
South Dakota,1997,0.140528852,0.695958829
South Dakota,1998,0.134401114,0.661047230
South Dakota,1999,0.099560374,0.638954267
South Dakota,2000,0.099722335,0.675775691
South Dakota,2001,0.092431382,0.657667662
South Dakota,2002,0.095059091,0.633627072
South Dakota,2003,0.115893239,0.549115100
South Dakota,2004,0.142031068,0.493617432
South Dakota,2005,0.153163713,0.490946358
South Dakota,2006,0.126808300,0.552488674
South Dakota,2007,0.112041890,0.547236041
South Dakota,2008,0.139157848,0.573862880
South Dakota,2009,0.167511978,0.657405000
South Dakota,2010,0.154525976,0.680381433
South Dakota,2011,0.168741454,0.602511629
South Dakota,2012,0.165420015,0.651579592
South Dakota,2013,0.142654950,0.642857938
South Dakota,2014,0.159734880,0.777937243
Tennessee,1997,0.184555024,0.726820629
Tennessee,1998,0.172529034,0.974292398
Tennessee,1999,0.167384751,0.684860529
Tennessee,2000,0.157287537,0.974925070
Tennessee,2001,0.166782547,0.844368090
Tennessee,2002,0.179132831,0.787376873
Tennessee,2003,0.169938860,0.809453759
Tennessee,2004,0.181361680,0.794219169
Tennessee,2005,0.176988059,0.803802401
Tennessee,2006,0.168972609,0.731230273
Tennessee,2007,0.179133182,0.666571603
Tennessee,2008,0.176329720,0.667426186
Tennessee,2009,0.185951870,0.706875318
Tennessee,2010,0.199071111,0.733070116
Tennessee,2011,0.207379458,0.745836736
Tennessee,2012,0.221501741,0.724032822
Tennessee,2013,0.235173068,0.656851608
Tennessee,2014,0.235230717,0.614940321
Texas,1997,0.195687102,0.726979029
Texas,1998,0.187974557,0.660863485
Texas,1999,0.181133230,0.527358904
Texas,2000,0.183653736,0.520522827
Texas,2001,0.178297728,0.441663456
Texas,2002,0.175804668,0.408811631
Texas,2003,0.187787986,0.496667928
Texas,2004,0.195333270,0.412765302
Texas,2005,0.190549636,0.321801491
Texas,2006,0.189093266,0.313919181
Texas,2007,0.192826900,0.274584240
Texas,2008,0.193611499,0.241182973
Texas,2009,0.200712908,0.229438075
Texas,2010,0.214580645,0.298594357
Texas,2011,0.217973758,0.266336024
Texas,2012,0.213511777,0.229698961
Texas,2013,0.205981764,0.228726750
Texas,2014,0.197874326,0.208278049
Utah,1997,0.089639957,0.912751031
Utah,1998,0.098764128,0.882956436
Utah,1999,0.085845163,0.848922845
Utah,2000,0.075308875,0.759183751
Utah,2001,0.100454471,0.757479368
Utah,2002,0.110585391,0.760312703
Utah,2003,0.108435180,0.620335598
Utah,2004,0.113353592,0.774439548
Utah,2005,0.106088697,0.783322301
Utah,2006,0.103494357,0.793378706
Utah,2007,0.104413539,0.767720034
Utah,2008,0.089235628,0.747551851
Utah,2009,0.098166962,0.616199244
Utah,2010,0.120092946,0.623001563
Utah,2011,0.122159339,0.638045655
Utah,2012,0.124174615,0.584977652
Utah,2013,0.126184822,0.669245242
Utah,2014,0.118831614,0.703295815
Vermont,1997,0.120208335,0.913050926
Vermont,1998,0.118550211,1.063836677
Vermont,1999,0.122059207,0.835149513
Vermont,2000,0.110538925,0.802162836
Vermont,2001,0.105995366,0.766547686
Vermont,2002,0.108122911,0.762451315
Vermont,2003,0.107078149,0.732594167
Vermont,2004,0.099804760,0.728528527
Vermont,2005,0.087296923,0.749777100
Vermont,2006,0.076999397,0.736234190
Vermont,2007,0.095339590,0.763435143
Vermont,2008,0.101098973,0.661065125
Vermont,2009,0.098447723,0.563773700
Vermont,2010,0.127932437,0.479652871
Vermont,2011,0.161543801,0.546327745
Vermont,2012,0.162688426,0.585914959
Vermont,2013,0.127257595,0.588204299
Vermont,2014,0.108487263,0.571638222
Virginia,1997,0.152703964,0.776919093
Virginia,1998,0.118698283,0.831546995
Virginia,1999,0.093714632,0.743232219
Virginia,2000,0.094318662,0.838548530
Virginia,2001,0.095255364,0.757313713
Virginia,2002,0.108161758,0.701891563
Virginia,2003,0.119613989,0.781381483
Virginia,2004,0.104043176,0.779940240
Virginia,2005,0.098213954,0.735647145
Virginia,2006,0.108015554,0.730210215
Virginia,2007,0.107285879,0.782659798
Virginia,2008,0.106528173,0.684341295
Virginia,2009,0.119993419,0.632085284
Virginia,2010,0.125362453,0.670131677
Virginia,2011,0.124798592,0.699300431
Virginia,2012,0.117737020,0.673011981
Virginia,2013,0.112176059,0.685826354
Virginia,2014,0.108362242,0.687308684
Washington,1997,0.139357540,0.847189116
Washington,1998,0.104421644,0.829917671
Washington,1999,0.097523676,0.819810159
Washington,2000,0.113498029,0.874966702
Washington,2001,0.119046959,0.858703623
Washington,2002,0.115290206,0.873825401
Washington,2003,0.140034065,0.863707577
Washington,2004,0.152005970,0.857502486
Washington,2005,0.132062822,0.836312902
Washington,2006,0.106283980,0.873533094
Washington,2007,0.103999331,0.854558557
Washington,2008,0.115320329,0.644333721
Washington,2009,0.134762692,0.427579297
Washington,2010,0.144612287,0.444398376
Washington,2011,0.148217453,0.526407705
Washington,2012,0.155766980,0.508869574
Washington,2013,0.151301352,0.572786815
Washington,2014,0.149298574,0.520659315
West Virginia,1997,0.209149971,0.779697086
West Virginia,1998,0.218554553,0.638282701
West Virginia,1999,0.218414603,0.628940592
West Virginia,2000,0.186169252,0.545962774
West Virginia,2001,0.197924978,0.656994683
West Virginia,2002,0.221154960,0.656966656
West Virginia,2003,0.234275037,0.699388830
West Virginia,2004,0.214379489,0.705044923
West Virginia,2005,0.198033607,0.564046905
West Virginia,2006,0.195508459,0.605120409
West Virginia,2007,0.195175181,0.580662116
West Virginia,2008,0.194408894,0.551899553
West Virginia,2009,0.201805701,0.494943819
West Virginia,2010,0.211258227,0.553024580
West Virginia,2011,0.208167263,0.495933272
West Virginia,2012,0.207098054,0.627366780
West Virginia,2013,0.217316604,0.504780610
West Virginia,2014,0.229414835,0.535143770
Wisconsin,1997,0.115782123,0.867887959
Wisconsin,1998,0.116263129,0.733615656
Wisconsin,1999,0.094963891,0.674248189
Wisconsin,2000,0.090994395,0.518217417
Wisconsin,2001,0.101799712,0.734821899
Wisconsin,2002,0.093700507,0.692524210
Wisconsin,2003,0.101613646,0.757390516
Wisconsin,2004,0.130559459,0.735478499
Wisconsin,2005,0.124744873,0.734328840
Wisconsin,2006,0.110833883,0.765123186
Wisconsin,2007,0.123658335,0.745462747
Wisconsin,2008,0.117505043,0.757286445
Wisconsin,2009,0.114954698,0.625832407
Wisconsin,2010,0.121530969,0.789626244
Wisconsin,2011,0.147652022,0.620809104
Wisconsin,2012,0.167164360,0.620643467
Wisconsin,2013,0.157155962,0.616837417
Wisconsin,2014,0.153386248,0.613475270
Wyoming,1997,0.141033980,1.016827632
Wyoming,1998,0.144660174,0.898891207
Wyoming,1999,0.134002047,0.771426602
Wyoming,2000,0.120000275,0.447717898
Wyoming,2001,0.106154173,0.332388967
Wyoming,2002,0.093441322,0.434651405
Wyoming,2003,0.113902727,0.378880134
Wyoming,2004,0.128580512,0.445067015
Wyoming,2005,0.131730777,0.448030783
Wyoming,2006,0.134352841,0.739178941
Wyoming,2007,0.128402013,0.346910056
Wyoming,2008,0.120657152,0.547152061
Wyoming,2009,0.102023603,0.569156492
Wyoming,2010,0.113700560,0.594830679
Wyoming,2011,0.125327924,0.454373760
Wyoming,2012,0.113513478,0.448581914
Wyoming,2013,0.108391152,0.240868830
Wyoming,2014,0.100846833,0.218028752
National,1997,0.161656652,0.804741272
National,1998,0.155300067,0.749789075
National,1999,0.143404789,0.729349668
National,2000,0.131275123,0.716251506
National,2001,0.136599264,0.661164015
National,2002,0.141286206,0.640465132
National,2003,0.150900111,0.641707470
National,2004,0.151650604,0.640660042
National,2005,0.148096793,0.652836038
National,2006,0.149940413,0.641666940
National,2007,0.153275718,0.586484609
National,2008,0.160120070,0.559737594
National,2009,0.175031998,0.539813712
National,2010,0.186862650,0.557881763
National,2011,0.188877625,0.548306389
National,2012,0.187722430,0.530954360
National,2013,0.176034101,0.513469931
National,2014,0.179683605,0.507769992
Select a state,1997,-1.000000000,-1.000000000
